source_id,ll,bb,X_8.125,Y_8.125,X_8.50,Y_8.50,Vlsr
458414989228047744, 135.17,  -3.46,   1.53,   9.67,   1.53,  10.04, -46.13
513519179112924288, 133.73,   0.49,   1.27,   9.34,   1.27,   9.72, -53.48
458443713970311552, 135.33,  -3.16,   1.46,   9.61,   1.46,   9.98, -44.82
465401835863237504, 134.42,  -0.03,   1.19,   9.29,   1.19,   9.66, -54.89
465288483084534272, 134.95,  -0.57,   1.26,   9.38,   1.26,   9.76, -32.91
457842074948669056, 137.12,  -2.85,   1.49,   9.72,   1.49,  10.10, -44.18
464371421669045248, 136.26,  -0.44,   1.75,   9.96,   1.75,  10.33, -47.63
463914093552771968, 137.52,  -1.52,   1.51,   9.78,   1.51,  10.15, -42.13
464753673758329600, 137.05,   0.61,   1.36,   9.59,   1.36,   9.96, -41.86
460991900883348608, 138.02,  -1.37,   1.52,   9.81,   1.52,  10.19, -38.64
464888329572408192, 136.78,   1.39,   1.45,   9.67,   1.45,  10.05, -50.94
467276193951593216, 136.21,   2.65,   3.37,  11.64,   3.37,  12.01, -47.58
460621159304139008, 138.65,  -2.20,   1.15,   9.44,   1.15,   9.81, -42.21
460940155116634752, 138.32,  -1.40,   1.28,   9.56,   1.28,   9.93, -39.27
464603006306985472, 137.76,   0.98,   1.64,   9.94,   1.64,  10.31, -45.17
467907038749282560, 135.96,   4.67,   0.46,   8.60,   0.46,   8.98, -21.02
460695238900768512, 139.15,  -1.31,   1.47,   9.82,   1.47,  10.20, -42.42
461594055299601920, 138.45,   1.05,   1.83,  10.19,   1.83,  10.57, -33.83
463077262122163456, 138.96,   1.93,   1.41,   9.74,   1.41,  10.12, -77.33
460386104333923968, 140.28,  -0.09,   1.63,  10.09,   1.63,  10.46, -39.36
467162016539173248, 137.47,   5.26,   2.59,  10.95,   2.59,  11.32, -29.69
447618815830701824, 142.50,  -2.43,   1.33,   9.85,   1.33,  10.23, -37.50
447573632774046080, 142.67,  -2.38,   1.27,   9.80,   1.27,  10.17, -34.95
491055881678884224, 138.46,   6.44,   0.40,   8.58,   0.40,   8.95, -25.87
445636636882421120, 145.60,   0.90,   2.36,  11.57,   2.36,  11.95, -46.14
443857867587085824, 147.57,  -1.19,   0.82,   9.41,   0.82,   9.78, -22.81
443775988331111936, 147.81,  -1.49,   1.14,   9.94,   1.14,  10.31, -50.98
468421644549285632, 148.23,   1.97,   2.30,  11.83,   2.30,  12.21, -35.50
276366100233218944, 148.44,   2.34,   0.82,   9.45,   0.82,   9.83, -10.51
180418107089011200, 174.26,  -3.49,   0.17,   9.80,   0.17,  10.17,  -7.20
3446186861010545536, 177.01,  -2.86,   0.09,   9.85,   0.09,  10.22, -14.87
3404384322275638016,-175.97,  -4.17,  -0.09,   9.37,  -0.09,   9.75,  -2.71
3447781290310332672, 176.90,   0.67,   0.06,   9.21,   0.06,   9.59,  -4.62
3426243060113460992,-173.91,   1.36,  -0.51,  12.86,  -0.51,  13.24,  11.63
3425216631648846208,-172.09,   2.26,  -0.25,   9.91,  -0.25,  10.28,   7.72
3425055656275589632,-171.78,   2.19,  -0.25,   9.86,  -0.25,  10.24,  14.70
3323951095335630976,-155.69,  -4.15,  -0.52,   9.27,  -0.52,   9.65,  -1.75
3324706116226617856,-156.55,  -1.11,  -0.57,   9.44,  -0.57,   9.81,  -0.99
3106627090189404160,-146.37,  -3.20,  -1.92,  11.00,  -1.92,  11.38,  53.11
3105321106594794240,-144.27,  -3.88,  -2.96,  12.24,  -2.96,  12.61,  56.28
3107244981366959744,-146.83,  -2.31,  -2.48,  11.91,  -2.48,  12.29,  48.71
3113333385263612160,-146.81,   0.26,  -1.83,  10.92,  -1.83,  11.30,  35.41
3126203482405635072,-148.51,   1.30,  -1.80,  11.06,  -1.80,  11.43,  46.41
3100806309996492416,-140.74,  -2.22,  -1.10,   9.48,  -1.10,   9.85,  20.21
3360882763199831424,-160.52,   9.16,  -0.45,   9.39,  -0.45,   9.77,   6.81
3049639643040007040,-137.28,  -2.14,  -2.00,  10.29,  -2.00,  10.66,  64.14
3101848784453850240,-142.51,   0.66,  -0.64,   8.95,  -0.64,   9.33,   2.89
3101555180496270976,-141.52,   0.68,  -1.25,   9.70,  -1.25,  10.07,  39.68
3045748059075109248,-134.62,  -1.98,  -1.52,   9.62,  -1.52,  10.00,  37.10
2936258210145098240,-131.67,  -2.92,  -1.79,   9.72,  -1.79,  10.10,  40.05
3048246218213875072,-136.25,   0.78,  -1.41,   9.59,  -1.41,   9.97,  28.14
3045223179710656000,-133.72,  -0.27,  -1.72,   9.77,  -1.72,  10.15,  47.44
3048658088396563712,-136.35,   1.43,  -1.56,   9.76,  -1.56,  10.14,  46.22
5618016960638976896,-123.50,  -5.21,  -0.69,   8.58,  -0.69,   8.96,  12.53
3032845015246436864,-132.14,  -0.02,  -2.33,  10.23,  -2.33,  10.61,  58.14
3031139363475712640,-129.77,  -1.11,  -1.99,   9.78,  -1.99,  10.15,  43.46
2930506218147100672,-126.48,  -1.98,  -2.33,   9.85,  -2.33,  10.23,  54.40
5620282985381340032,-124.60,  -2.23,  -1.39,   9.09,  -1.39,   9.46,  38.58
3026750349273447296,-126.69,  -0.29,  -2.49,   9.98,  -2.49,  10.36,  55.96
5613305278433715584,-119.63,  -4.02,  -5.17,  11.06,  -5.17,  11.44,  78.54
3026488184465794176,-126.04,   0.10,  -2.11,   9.66,  -2.11,  10.04,  37.11
5618711370943286912,-122.39,  -1.83,  -2.19,   9.51,  -2.19,   9.89,  44.07
5619968662491585792,-123.45,  -1.25,  -2.10,   9.51,  -2.10,   9.89,  34.46
5618935121564413184,-122.46,  -0.96,  -2.07,   9.44,  -2.07,   9.82,  27.98
5618883203998859904,-121.97,  -1.22,  -1.97,   9.36,  -1.97,   9.73,  32.35
5716644528030508416,-125.19,   0.74,  -2.66,  10.00,  -2.66,  10.38,  50.14
3027253925596894464,-127.12,   2.33,  -2.51,  10.03,  -2.51,  10.40,  63.36
5716392155754544640,-124.40,   1.14,  -1.90,   9.43,  -1.90,   9.80,  39.63
5716828180836043520,-124.65,   1.60,  -2.49,   9.84,  -2.49,  10.22,  48.42
5598107382037505792,-113.54,  -4.41,  -3.12,   9.48,  -3.12,   9.86,  53.24
5715627033102239360,-124.00,   1.53,  -3.48,  10.47,  -3.48,  10.85,  64.96
3028867978609417344,-126.99,   4.29,  -4.18,  11.28,  -4.18,  11.65,  74.72
5595094891972788480,-112.60,  -3.96,  -3.00,   9.37,  -3.00,   9.75,  45.78
5594921856328624384,-112.07,  -4.17,  -2.95,   9.32,  -2.95,   9.69,  38.50
5594926701051675648,-112.02,  -4.10,  -2.80,   9.26,  -2.80,   9.63,  36.99
5718988927344562944,-126.41,   4.71,  -2.50,   9.97,  -2.50,  10.34,  34.90
5598579347402547072,-113.51,  -2.66,  -2.99,   9.43,  -2.99,   9.80,  49.96
5600634678234009216,-115.61,  -1.15,  -3.61,   9.85,  -3.61,  10.23,  42.84
5601551533492117632,-116.42,  -0.54,  -2.97,   9.60,  -2.97,   9.98,  50.61
5595705430166381184,-113.46,  -1.81,  -3.68,   9.72,  -3.68,  10.10,  35.44
5601939592378579968,-116.50,   0.02,  -2.68,   9.46,  -2.68,   9.84,  37.94
5595693335538470272,-113.40,  -1.80,  -2.71,   9.30,  -2.71,   9.67,  35.10
5600763870852650496,-115.66,  -0.17,  -3.23,   9.68,  -3.23,  10.05,  62.88
5713962677429182720,-121.33,   4.55,  -2.09,   9.40,  -2.09,   9.77,  57.33
5594511704137013632,-111.21,  -1.28,  -2.41,   9.06,  -2.41,   9.44,  33.23
5594255964604279936,-110.42,  -1.42,  -4.11,   9.66,  -4.11,  10.03,  36.56
5596111527914257408,-111.75,  -0.55,  -2.53,   9.14,  -2.53,   9.51,  30.50
5597037041829205504,-112.53,   0.59,  -3.05,   9.39,  -3.05,   9.77,  43.20
5545762725814283392,-108.12,  -1.46,  -2.63,   8.99,  -2.63,   9.36,  35.02
5541297368577388160,-104.59,  -0.75,  -3.03,   8.91,  -3.03,   9.29,  34.46
5542313111163231744,-103.79,   1.50,  -1.46,   8.48,  -1.46,   8.86,  10.80
5323140101109547904, -93.48,  -5.48,  -1.50,   8.22,  -1.50,   8.59,  -0.21
5523613785621925632, -98.51,  -1.37,  -5.94,   9.01,  -5.94,   9.39,  59.15
5329282630207994496, -94.01,  -3.89,  -2.61,   8.31,  -2.61,   8.68,  15.90
5525126193923637888, -98.42,  -0.04,  -2.84,   8.55,  -2.84,   8.92,  32.41
5522020009165982080, -95.12,  -2.09,  -2.11,   8.31,  -2.11,   8.69,  17.92
5328853575842219776, -92.92,  -1.62,  -1.66,   8.21,  -1.66,   8.58,  11.05
5326960045018068864, -90.85,  -0.67,  -1.66,   8.15,  -1.66,   8.52,   9.15
5327209294859023744, -90.25,   0.57,  -1.52,   8.13,  -1.52,   8.51,   9.28
5423960064637139200, -92.42,   3.35,  -0.68,   8.15,  -0.68,   8.53, -16.04
5313856963097538944, -86.82,   0.94,  -2.11,   8.01,  -2.11,   8.38,   5.69
5313856172823539968, -86.77,   0.90,  -2.31,   7.99,  -2.31,   8.37,   7.82
5308162042640067072, -80.80,  -0.58,  -2.26,   7.76,  -2.26,   8.13,  -1.39
5255870712734219648, -75.42,  -5.45,  -1.13,   7.83,  -1.13,   8.21, -15.82
5258592278883358720, -76.66,  -1.60,  -2.47,   7.54,  -2.47,   7.91, -19.84
5354891596047011584, -77.02,   0.43,  -2.64,   7.52,  -2.64,   7.89,  12.21
5255552713357709440, -75.84,  -1.20,  -2.36,   7.53,  -2.36,   7.91,  -9.85
5254903760987765248, -74.67,  -2.85,  -2.33,   7.48,  -2.33,   7.86,  -0.89
5351784032591367936, -76.07,   0.12,  -2.76,   7.44,  -2.76,   7.82, -20.68
5254827443673628288, -74.39,  -2.36,  -1.97,   7.58,  -1.97,   7.95, -12.57
5355604835516835712, -77.52,   3.11,  -2.69,   7.53,  -2.69,   7.90, -15.79
5255355213584031872, -74.62,  -1.17,  -4.19,   6.97,  -4.19,   7.35,  -6.26
5355524090127708928, -76.93,   2.73,  -6.51,   6.61,  -6.51,   6.99,  27.29
5351502695063499392, -74.99,  -0.12,  -2.52,   7.45,  -2.52,   7.82, -14.16
5351447204084589184, -74.15,   0.05,  -2.24,   7.49,  -2.24,   7.86, -22.15
5254457668508588672, -73.24,  -1.50,  -2.53,   7.36,  -2.53,   7.74,  -4.19
5351553306947615616, -74.29,   0.42,  -1.72,   7.64,  -1.72,   8.02, -22.42
5254548893611640704, -73.43,  -0.90,  -4.59,   6.76,  -4.59,   7.13,   6.65
5352006438862476288, -74.58,   1.45,  -2.81,   7.35,  -2.81,   7.73, -18.35
5351122057882916352, -73.24,   0.76,  -2.30,   7.43,  -2.30,   7.81, -18.49
5350389095946525568, -72.56,  -0.41,  -2.04,   7.49,  -2.04,   7.86, -29.04
5350302097082780416, -72.30,  -0.86,  -2.27,   7.40,  -2.27,   7.78,  -0.86
5351318183273276928, -73.78,   2.12,  -2.01,   7.54,  -2.01,   7.91, -13.12
5350295465653406592, -72.13,  -1.01,  -4.56,   6.65,  -4.56,   7.03,  -4.57
5350503754389087616, -72.72,   0.17,  -4.57,   6.70,  -4.57,   7.08,  36.40
5350343775447416704, -72.41,  -0.41,  -1.58,   7.63,  -1.58,   8.00,  -2.15
5350951118196186880, -72.92,   1.09,  -2.62,   7.32,  -2.62,   7.70, -16.33
5242168701929139712, -71.30,  -1.32,  -3.30,   7.01,  -3.30,   7.38,  -7.56
5338306253458630784, -71.67,  -0.59,  -2.08,   7.44,  -2.08,   7.81,  -3.72
5242100738359135744, -70.78,  -1.39,  -2.29,   7.33,  -2.29,   7.70, -16.83
5241766074516592512, -70.36,  -2.24,  -1.27,   7.67,  -1.27,   8.05, -24.69
5337954993844276992, -69.97,  -0.96,  -2.38,   7.26,  -2.38,   7.63, -16.74
5338040205991255296, -69.86,  -0.76,  -2.08,   7.36,  -2.08,   7.74, -42.28
5240904332264599936, -68.88,  -2.57,  -2.15,   7.29,  -2.15,   7.67,  -4.81
5241011053602340608, -69.03,  -2.19,  -2.74,   7.07,  -2.74,   7.45, -22.63
5337076724551636224, -68.70,  -1.62,  -3.71,   6.68,  -3.71,   7.06, -12.87
5337202412479331456, -68.73,  -0.99,  -6.13,   5.74,  -6.13,   6.11,  20.84
5337671933973824512, -69.02,   0.18,  -1.92,   7.39,  -1.92,   7.76, -20.56
5337759383861931904, -68.99,   0.49,  -2.20,   7.28,  -2.20,   7.65, -13.89
5337415614659866368, -68.28,  -0.29,  -3.65,   6.67,  -3.65,   7.05,  -1.30
5339112573443832064, -68.76,   1.12,  -3.21,   6.88,  -3.21,   7.25, -11.66
5237103526720596608, -66.44,  -4.06,  -4.19,   6.30,  -4.19,   6.67,  -7.95
5337474575987005184, -67.74,   0.01,  -2.18,   7.23,  -2.18,   7.61, -10.77
5334369898723294208, -67.42,  -0.29,  -3.47,   6.68,  -3.47,   7.06,  -8.94
5334446516614032128, -67.01,  -0.14,  -1.96,   7.29,  -1.96,   7.67, -23.30
5334209301310842112, -65.95,  -0.02,  -2.04,   7.22,  -2.04,   7.59, -24.01
5335719240037806336, -65.94,   0.25,  -1.70,   7.37,  -1.70,   7.74, -24.26
5334208648475837824, -65.84,  -0.02,  -1.81,   7.31,  -1.81,   7.69, -22.11
5335698276242624640, -65.92,   0.40,  -1.87,   7.29,  -1.87,   7.67, -23.91
5333957066454493440, -65.21,  -1.51,  -3.53,   6.49,  -3.53,   6.87, -22.12
5335811736452738688, -65.91,   0.96,  -1.89,   7.28,  -1.89,   7.65, -21.37
5335783939422043776, -65.53,   0.73,  -1.74,   7.33,  -1.74,   7.71, -20.13
5333198334729272064, -64.76,  -1.59,  -2.03,   7.17,  -2.03,   7.55,  -3.36
5335038195660726016, -65.36,   0.79,  -1.39,   7.49,  -1.39,   7.86,  -5.26
5335451470244731392, -65.47,   1.32,  -1.95,   7.24,  -1.95,   7.61, -18.86
5333140576014663424, -64.35,  -1.62,  -3.57,   6.41,  -3.57,   6.79, -20.64
5335407494121841792, -64.65,   1.53,  -1.68,   7.33,  -1.68,   7.71, -23.34
5333102436718446080, -63.87,  -0.84,  -3.30,   6.51,  -3.30,   6.88, -33.50
5334608728942890240, -63.93,  -0.58,  -1.91,   7.19,  -1.91,   7.57, -18.26
5335171374005762560, -64.21,   0.88,  -2.84,   6.75,  -2.84,   7.13, -15.66
5334557983957740416, -62.92,  -0.55,  -1.83,   7.19,  -1.83,   7.56, -13.26
6057690460650874112, -62.25,   0.69,  -1.86,   7.15,  -1.86,   7.52, -16.67
6058513719987379840, -62.21,   1.19,  -1.76,   7.20,  -1.76,   7.57, -41.60
6054081691687449728, -61.69,  -1.33,  -2.33,   6.87,  -2.33,   7.24, -16.37
6058620029008358912, -61.71,   1.72,  -3.65,   6.16,  -3.65,   6.54, -31.20
6054426113711871616, -61.17,  -0.30,  -1.90,   7.08,  -1.90,   7.45, -23.86
6054148521399400960, -60.80,  -0.99,  -2.27,   6.86,  -2.27,   7.23,  -8.13
6054227166492660864, -60.71,  -0.31,  -2.68,   6.62,  -2.68,   7.00, -38.14
6054240742945263872, -60.72,  -0.18,  -3.48,   6.17,  -3.48,   6.55, -28.84
6054855747879715840, -59.85,   0.81,  -2.91,   6.44,  -2.91,   6.81, -33.70
6055035243163928960, -59.47,   1.66,  -1.76,   7.09,  -1.76,   7.46, -25.27
6055427493901807104, -57.91,   0.92,  -1.76,   7.02,  -1.76,   7.39, -33.46
6056407605465876352, -56.79,   2.52,  -1.78,   6.96,  -1.78,   7.33, -22.85
5863019556117407744, -56.71,  -0.10,  -2.12,   6.73,  -2.12,   7.11, -20.60
5856960216266329216, -56.73,  -6.04,  -1.77,   6.96,  -1.77,   7.34, -44.25
6055686944283937408, -56.11,   1.58,  -1.72,   6.97,  -1.72,   7.35, -24.97
6056061224930428416, -56.05,   2.83,  -1.51,   7.11,  -1.51,   7.48, -21.24
6057200937454263424, -55.92,   3.97,  -1.57,   7.06,  -1.57,   7.44, -32.60
5861901833862107264, -56.07,  -1.44,  -1.71,   6.98,  -1.71,   7.35, -17.98
5863150290603658112, -55.88,  -0.18,  -2.83,   6.21,  -2.83,   6.58, -44.60
5863465850440044544, -55.72,   0.97,  -1.96,   6.79,  -1.96,   7.16, -16.11
5862012914542705152, -55.49,  -1.70,  -0.89,   7.51,  -0.89,   7.89, -26.13
6055903822986460928, -55.07,   2.54,  -1.54,   7.05,  -1.54,   7.42, -17.15
6055848572522793216, -54.89,   2.32,  -2.02,   6.71,  -2.02,   7.08, -20.58
5869603019446867200, -54.32,   1.76,  -1.64,   6.95,  -1.64,   7.33, -26.90
5862198805096056576, -54.23,  -0.63,  -4.00,   5.25,  -4.00,   5.62, -40.29
5868490554189459968, -54.10,   0.28,  -4.20,   5.08,  -4.20,   5.46, -50.55
5869330546712828928, -53.98,   1.13,  -1.96,   6.70,  -1.96,   7.07, -23.92
5862467047203586048, -54.06,   0.03,  -1.95,   6.71,  -1.95,   7.08, -34.83
5859054133138548352, -54.22,  -1.85,  -1.58,   6.99,  -1.58,   7.36, -17.14
5868597894009411328, -53.48,   1.09,  -1.88,   6.73,  -1.88,   7.11, -16.01
5868402455838746880, -52.93,   0.39,  -1.68,   6.86,  -1.68,   7.23, -26.25
5865159240218116992, -52.94,  -0.69,  -3.12,   5.77,  -3.12,   6.14, -50.32
5865058875372887168, -52.31,  -0.61,  -3.18,   5.67,  -3.18,   6.05, -49.81
5865015375938786304, -51.91,  -0.97,  -2.61,   6.08,  -2.61,   6.45, -43.87
5865015788255695104, -51.87,  -0.95,  -3.31,   5.53,  -3.31,   5.90, -46.84
5864222112671678720, -51.87,  -1.50,  -2.47,   6.19,  -2.47,   6.56, -54.08
5865466141289541248, -51.65,  -0.37,  -2.26,   6.34,  -2.26,   6.71, -52.91
5864764481074111616, -50.68,  -0.56,  -2.19,   6.33,  -2.19,   6.70, -36.97
5864728433401156736, -50.02,  -0.64,  -2.46,   6.06,  -2.46,   6.44, -45.08
5866032458510404480, -49.62,  -0.75,  -2.09,   6.34,  -2.09,   6.72, -49.65
5871308465073102720, -48.32,   4.03,  -0.83,   7.38,  -0.83,   7.76, -30.71
5866067780323790464, -49.13,  -0.50,  -2.59,   5.88,  -2.59,   6.26, -47.66
5866190547649593088, -48.19,  -0.19,  -1.29,   6.97,  -1.29,   7.34, -20.96
5852708748444278784, -47.23,  -3.17,  -3.99,   4.43,  -3.99,   4.81, -86.17
5854344237586748160, -46.24,  -0.99,  -2.45,   5.78,  -2.45,   6.16, -62.30
5878430208029587072, -45.19,  -0.58,  -1.52,   6.61,  -1.52,   6.99, -26.37
5878377362726334720, -45.18,  -0.79,  -1.51,   6.62,  -1.51,   7.00, -11.43
5878466801139389440, -44.55,  -0.76,  -2.27,   5.82,  -2.27,   6.19, -29.31
5877594368698790016, -44.77,  -1.33,  -2.28,   5.82,  -2.28,   6.20, -46.87
5877468135417118080, -43.96,  -1.57,  -0.78,   7.31,  -0.78,   7.69, -17.24
5876489879290620416, -41.16,  -1.18,  -1.47,   6.45,  -1.47,   6.82, -37.36
5876486889993366528, -41.11,  -1.24,  -2.05,   5.77,  -2.05,   6.15, -43.96
5876361541289319168, -41.55,  -2.06,  -1.78,   6.12,  -1.78,   6.49, -35.08
5875338617515374464, -41.13,  -3.34,  -0.65,   7.38,  -0.65,   7.75, -27.62
5876318419815950592, -40.36,  -2.18,  -1.78,   6.03,  -1.78,   6.40, -44.90
5876838355722876288, -38.50,  -1.52,  -2.27,   5.27,  -2.27,   5.64, -40.56
5876016917501607040, -38.75,  -2.35,  -3.07,   4.30,  -3.07,   4.67, -49.67
5876069625346628736, -38.34,  -1.92,  -1.91,   5.72,  -1.91,   6.09, -39.63
5876066051934003456, -38.28,  -2.00,  -2.02,   5.57,  -2.02,   5.94, -42.24
5882057325134919296, -38.05,  -2.09,  -2.63,   4.77,  -2.63,   5.14, -41.90
5882127212808967040, -37.21,  -2.28,  -2.21,   5.21,  -2.21,   5.59, -41.68
5882763211547592448, -35.74,  -0.92,  -1.65,   5.83,  -1.65,   6.21, -41.87
5881949229387629312, -36.83,  -2.64,  -0.76,   7.11,  -0.76,   7.49, -27.13
5884215288492518784, -33.38,  -1.04,  -1.35,   6.07,  -1.35,   6.45, -24.33
5884691789303547520, -32.15,  -1.16,  -0.90,   6.70,  -0.90,   7.07, -24.36
5981435961993268864, -30.25,   0.67,  -1.37,   5.78,  -1.37,   6.15, -32.37
5932743161900094720, -31.63,  -1.01,  -0.94,   6.61,  -0.94,   6.98, -23.29
5980819823168836864, -31.21,  -0.63,  -0.87,   6.69,  -0.87,   7.07, -15.03
5932748487665645824, -31.46,  -1.01,  -1.34,   5.93,  -1.34,   6.31, -36.07
5836171681271105664, -32.52,  -3.00,  -0.57,   7.24,  -0.57,   7.61, -23.37
5933236189779815936, -30.02,  -0.87,  -0.69,   6.93,  -0.69,   7.30, -13.45
5933361534072375552, -29.15,  -0.89,  -1.46,   5.51,  -1.46,   5.89, -67.67
5932963991897373184, -29.87,  -1.82,  -0.39,   7.44,  -0.39,   7.82,  -7.66
5935470947110231808, -27.00,   0.28,  -1.57,   5.04,  -1.57,   5.42, -28.74
5934785023690785408, -27.72,  -0.91,  -1.46,   5.35,  -1.46,   5.73, -55.62
5935426245099637632, -25.98,   0.37,  -1.25,   5.56,  -1.25,   5.93, -27.66
5935412844784377984, -26.20,   0.12,  -1.09,   5.91,  -1.09,   6.28, -33.89
5941454936078912000, -25.35,   0.32,  -1.32,   5.34,  -1.32,   5.71, -31.34
5941598422344843136, -24.64,   0.73,  -0.78,   6.42,  -0.78,   6.79, -43.86
5934212453027293056, -26.02,  -2.69,  -0.75,   6.58,  -0.75,   6.95, -37.43
5941046226996698368, -23.28,  -0.62,  -1.06,   5.67,  -1.06,   6.04, -24.51
5964484241475889152, -18.00,  -1.11,  -0.69,   5.99,  -0.69,   6.36, -19.33
5963313055420825600, -18.65,  -1.98,  -0.31,   7.21,  -0.31,   7.58,   9.00
5966034621590911488, -14.31,  -0.65,  -0.39,   6.59,  -0.39,   6.96, -24.73
5965823893342402688, -14.51,  -1.07,  -0.49,   6.23,  -0.49,   6.61, -18.84
5979926504430920192,  -6.92,   4.27,  -0.21,   6.41,  -0.21,   6.78,  -1.55
5972225181320097280, -12.38,  -0.68,  -0.49,   5.91,  -0.49,   6.28, -17.72
5972566064267924864, -11.01,  -1.12,  -0.35,   6.34,  -0.35,   6.71, -11.96
5974376822448597248,  -9.89,  -0.53,  -0.27,   6.58,  -0.27,   6.96, -25.34
4053746921812716928,  -4.94,  -0.70,  -0.24,   5.31,  -0.24,   5.69,  -9.17
4041291890249721344,  -5.67,  -2.93,  -0.12,   6.90,  -0.12,   7.27,  -5.68
4057596449402863360,   0.76,   0.29,   0.03,   6.08,   0.03,   6.46,  -3.85
4067048744793572224,   2.43,   1.27,   0.08,   6.21,   0.08,   6.58,  -3.46
4056395233030966016,  -0.15,  -1.69,  -0.01,   5.39,  -0.01,   5.77,  17.23
4067645332883494144,   4.63,   0.77,   0.15,   6.23,   0.15,   6.60,  17.20
4069284017518384512,   5.61,   0.34,   0.12,   6.95,   0.12,   7.32,   4.20
4067589670078244992,   5.45,   0.21,   0.17,   6.38,   0.17,   6.75, -11.58
4069136201903321600,   6.29,   0.01,   0.22,   6.17,   0.22,   6.55,  -0.95
4037470061000962048,  -4.50,  -6.16,  -0.26,   4.78,  -0.26,   5.15, -36.28
4069543085614840960,   7.49,   0.38,   0.33,   5.63,   0.33,   6.00,  22.28
4066062001763019008,   6.33,  -1.55,   0.15,   6.73,   0.15,   7.10,  -4.16
4095138689825316480,  10.84,   0.53,   0.39,   6.11,   0.39,   6.49,  22.86
4095751049077811200,  11.60,   0.70,   0.40,   6.17,   0.40,   6.55,  28.57
4146058035419314944,  14.61,   2.02,   0.44,   6.44,   0.44,   6.82,  22.02
4094728606361232128,  11.59,  -0.72,   0.46,   5.90,   0.46,   6.27,  21.88
4152794914909611904,  18.47,   0.34,   0.70,   6.03,   0.70,   6.40,  35.65
4152461865976082176,  17.76,  -0.64,   0.75,   5.80,   0.75,   6.17,  22.41
4152993273702130432,  19.14,  -0.47,   0.61,   6.36,   0.61,   6.74,  30.24
4104490070684227840,  18.34,  -2.48,   0.56,   6.45,   0.56,   6.82,   9.43
4077480533158341248,   9.52,  -7.10,   0.09,   7.58,   0.09,   7.95,   8.58
4258707571495648000,  29.85,   0.42,   0.85,   6.64,   0.85,   7.01,   6.99
4266638069673095936,  34.04,  -1.15,   1.66,   5.66,   1.66,   6.04,  41.60
4281749864862122624,  38.63,   0.67,   0.89,   7.02,   0.89,   7.39,  30.21
4179341420567499776,  19.44, -17.01,   1.16,   4.85,   1.16,   5.22,  39.25
4321917051899730432,  53.12,  -2.71,   0.69,   7.61,   0.69,   7.98,  10.40
1827820678254631040,  59.52,  -1.42,   0.92,   7.59,   0.92,   7.96,  11.55
2020687421645374720,  61.61,  -0.72,   2.44,   6.81,   2.44,   7.18,  25.94
2033552326189963648,  67.63,   1.26,   3.11,   6.85,   3.11,   7.22,  10.11
2030845259840532608,  67.91,   0.29,   3.43,   6.73,   3.43,   7.11,  11.13
1834814392540128128,  64.04,  -3.38,   1.03,   7.62,   1.03,   8.00,   7.64
2055181605358559872,  70.58,   0.57,   6.05,   5.99,   6.05,   6.37,  13.32
1829812370549177216,  61.71,  -6.39,   3.10,   6.45,   3.10,   6.83,  23.66
2061357944435040256,  76.76,   1.68,   0.98,   7.89,   0.98,   8.27,   6.59
2057249756670027520,  74.23,  -0.61,   1.73,   7.64,   1.73,   8.01,   0.66
2057564148278709760,  75.32,   0.11,   2.50,   7.47,   2.50,   7.85,   5.57
2060971294293250944,  75.85,   0.41,   1.67,   7.70,   1.67,   8.08,  -7.95
2058131491974019968,  77.01,   0.18,   1.43,   7.79,   1.43,   8.17,  -4.30
2067323928874639872,  78.65,   0.68,   1.62,   7.80,   1.62,   8.18,  -3.72
2067736692412228736,  79.49,   0.66,   1.40,   7.86,   1.40,   8.24,  -3.79
2063624553284345728,  79.27,  -1.45,   2.29,   7.69,   2.29,   8.07,  -8.39
2163751614044043136,  87.03,   0.52,   2.29,   8.01,   2.29,   8.38,   5.78
2165179226821714176,  88.33,   0.07,   1.98,   8.07,   1.98,   8.44,  -9.38
2192289403968737280,  98.69,   7.97,   1.02,   8.28,   1.02,   8.66,  -4.65
2216985465919735680, 101.58,   8.57,   2.92,   8.72,   2.92,   9.10, -62.50
1971358279140128768,  90.83,  -4.31,   0.80,   8.14,   0.80,   8.51,   1.91
2173516514244634368,  97.35,   0.41,   3.42,   8.57,   3.42,   8.94, -46.81
2173145463437167232,  96.55,  -0.80,   0.82,   8.22,   0.82,   8.59,  -5.55
2173190405970791808,  97.36,  -0.65,   1.89,   8.37,   1.89,   8.74, -15.65
1981536973676439552,  98.57,  -0.75,   3.37,   8.63,   3.37,   9.01, -43.47
2199947949140348288, 103.61,   2.93,   3.17,   8.89,   3.17,   9.27, -39.75
2198338229757858432, 101.85,   0.07,   3.09,   8.77,   3.09,   9.15, -61.92
2005699497611750272, 101.30,  -0.89,   3.93,   8.91,   3.93,   9.29, -64.90
2198401039361704448, 102.19,   0.29,   3.04,   8.78,   3.04,   9.16, -38.30
2005714203579986688, 101.47,  -0.80,   3.46,   8.83,   3.46,   9.20, -40.27
2198645646339039360, 102.72,   0.78,   2.66,   8.73,   2.66,   9.10, -49.61
2006076252137439616, 101.79,  -0.90,   3.11,   8.77,   3.11,   9.15, -48.44
2198758449355549696, 103.41,   1.04,   3.19,   8.89,   3.19,   9.26, -52.75
2198544731785389952, 103.22,   0.59,   3.68,   8.99,   3.68,   9.36, -50.12
